Time,Temp,Hum,Baro,Acc(x),Acc(y),Acc(z),Mag(x),Mag(y),Mag(z),Gyro(x),Gyro(y),Gyro(z),Light,Lat,Long,Stop
12:16:36.608,-9999,-9999,1002.1592,-0.9834595,2.9311829,8.911835,-32.188416,40.374756,-9.939575,0.09338379,-0.31904602,0.15003967,397.38983,35.906173,-79.053145,3
12:16:36.710,-9999,-9999,1002.1592,-1.4532166,2.60083,9.279999,-32.751465,39.598083,-10.1501465,-0.09017944,0.080200195,-0.13362122,336.80475,35.906173,-79.053145,3
12:16:36.816,-9999,-9999,1002.1592,-0.75645447,3.1529388,8.583374,-31.413269,40.434265,-10.417175,0.014663696,-0.119140625,-0.020645142,323.56366,35.906173,-79.053145,3
12:16:36.919,-9999,-9999,1002.1492,-0.7119751,3.0647583,9.272537,-33.154297,39.759827,-9.002686,-0.039993286,0.071243286,-0.019958496,272.37408,35.906173,-79.053145,3
12:16:37.025,-9999,-9999,1002.1565,-0.38467407,3.1644592,8.833862,-32.36084,39.857483,-9.7717285,-0.03616333,-0.09642029,0.06854248,266.16306,35.906173,-79.053145,3
12:16:37.128,-9999,-9999,1002.158,-0.20115662,3.4455872,9.499329,-33.799744,40.11383,-9.651184,-0.017333984,0.10154724,-0.07846069,240.55319,35.906173,-79.053145,3
12:16:37.234,-9999,-9999,1002.1492,-0.2758789,3.618927,9.377884,-33.309937,40.174866,-9.680176,0.21078491,0.18692017,0.13134766,275.96228,35.906173,-79.053145,3
12:16:37.340,-9999,-9999,1002.1592,-0.6515503,3.7475128,9.184143,-32.74994,38.47046,-11.36322,0.022521973,0.26280212,-0.033111572,307.5171,35.906173,-79.053145,3
12:16:37.441,-9999,-9999,1002.1592,-1.3393707,3.3434448,9.216583,-31.840515,37.61902,-12.631226,-0.041992188,0.0342865,-0.0025482178,354.29916,35.906173,-79.053145,3
12:16:37.543,-9999,-9999,1002.1592,-1.0516968,3.528885,9.184128,-32.51953,38.356018,-11.636353,-0.078445435,0.12892151,-0.06529236,378.48914,35.906173,-79.053145,3
12:16:37.649,-9999,-9999,1002.1592,-0.82606506,3.4433594,9.513336,-32.31659,40.711975,-10.574341,0.057434082,-0.14932251,-0.0030059814,414.65985,35.906173,-79.053145,3
12:16:37.770,-9999,-9999,1002.1592,-1.1096497,3.3914337,9.230392,-31.32019,40.54718,-10.444641,-0.012649536,0.12156677,-0.028884888,405.67072,35.906173,-79.053145,3
12:16:37.877,-9999,-9999,1002.1592,-1.437561,3.1447296,8.338226,-30.92804,39.112854,-11.952209,0.03236389,0.26245117,0.017715454,453.11288,35.906173,-79.053145,3
12:16:37.981,-9999,-9999,1002.1592,-2.539917,2.763321,7.6421356,-30.279541,39.857483,-12.461853,-0.07394409,0.8933563,-0.11061096,584.37897,35.906173,-79.053145,3
12:16:38.084,-9999,-9999,1002.1592,-1.6789551,3.0361938,9.20343,-30.906677,40.316772,-13.717651,0.062423706,0.5580902,-0.11286926,824.4446,35.906173,-79.053145,3
12:16:38.188,-9999,-9999,1002.1592,-1.2837372,3.572281,9.795868,-31.576538,40.00702,-13.616943,0.15701294,-0.45559692,0.12007141,746.6499,35.906173,-79.053145,3
12:16:38.289,-9999,-9999,1002.1592,-1.5127411,3.5702972,9.458267,-31.0318,40.490723,-14.312744,0.053466797,-0.09550476,-0.014205933,878.2461,35.906173,-79.053145,3
